id,name,caption,cleaned_caption
ROCO_01236,PMC4121943_JNSBM-5-482-g001.jpg," Pre-operative radiological view of case 1
",preoper radiolog view case
ROCO_01258,PMC2972288_1471-2407-10-579-1.jpg," A mass-like echo, medium intensity, roughly distributed within the echo in the right anterior vitreous cavity. The posterior vitreous revealed a ""v""-shaped echo.
",masslik echo medium intens roughli distribut within echo right anterior vitreou caviti posterior vitreou reveal vshape echo
ROCO_01259,PMC4900329_ACA-18-95-g002.jpg," Transgastric short axis view of tranesophageal echocardiography view lunar module mass
",transgastr short axi view tranesophag echocardiographi view lunar modul mass
ROCO_01264,PMC3264878_246_2011_150_Fig1_HTML.jpg," Transthoracic echocardiography demonstrated a secundum ASD with left-to-right shunting
",transthorac echocardiographi demonstr secundum asd lefttoright shunt
ROCO_01274,PMC4900399_ACA-19-173-g002.jpg," Mid-esophageal right ventricular inflow-outflow view, the arrow pointing at 2 cm × 2 cm mobile echogenic mass probably a thrombus in the right ventricular outflow tract
",midesophag right ventricular inflowoutflow view arrow point cm cm mobil echogen mass probabl thrombu right ventricular outflow tract
ROCO_01277,PMC4067112_1471-2474-15-190-4.jpg," Patient no. 15. Stump lengthening procedure.
",patient stump lengthen procedur
ROCO_01326,PMC5010379_cureus-0008-000000000718-i02.jpg," Magnetic Resonance Imaging (MRI) Imaging of a Shoulder Mass in a 28-Year-Old Female. A T2 fat-saturated sequence demonstrates a 10.6 cm hyperintense fluid collection (white arrowheads) with multiple foci of internal debris, consistent with rice body formation (black arrows).
",magnet reson imag mri imag shoulder mass yearold femal fatsatur sequenc demonstr cm hyperintens fluid collect white arrowhead multipl focus intern debri consist rice bodi format black arrow
ROCO_01343,PMC4356097_jocmr-07-356-g004.jpg," Aortogram revealing severe aortic regurgitation with possible dissection flap.
",aortogram reveal sever aortic regurgit possibl dissect flap
ROCO_01357,PMC5489609_167_2016_3989_Fig3_HTML.jpg," Postoperative arthroscanner shows the bony integration of the Achilles-calcaneal allograft, and a good integration of posterosuperior tendinous graft
",postop arthroscann show boni integr achillescalcan allograft good integr posterosuperior tendin graft
ROCO_01383,PMC3147240_SHORTS-11-05601.jpg," Coronal preoperative chest CT demonstrating herniation of colon into chest with free air (arrow)
",coron preoper chest ct demonstr herniat colon chest free air arrow
ROCO_01391,PMC4912748_40661_2016_28_Fig1_HTML.jpg," CT scan of the brain showing a solitary metastasis, 5x4 cm, in the right occipital lobe, with some extension to the parietal lobe. Note the heterogeneic appearance of the metastasis and the surrounding brain edema
",ct scan brain show solitari metastasi cm right occipit lobe extens pariet lobe note heterogen appear metastasi surround brain edema
ROCO_01409,PMC4719410_JOCR-5-75-g005.jpg," Standing lateral radiograph of the left leg showing callus formation in the proximal fibula. A faint fracture line is also seen.
",stand later radiograph left leg show callu format proxim fibula faint fractur line also seen
ROCO_01421,PMC60652_1471-2261-1-3-3.jpg," Left coronary angiogram
",left coronari angiogram
ROCO_01425,PMC5066894_1677-5538-ibju-42-05-0973-gf01.jpg," CT with measurement of renal papilla with an area of 10mm2, obtaining the mean of this area in Hounsfield units.
",ct measur renal papilla area obtain mean area hounsfield unit
ROCO_01437,PMC5161770_jocgp-06-068-g003.jpg," Filtering blebs: AS-OCT showing elevated functioning filtering blebs. The bleb is moderately elevated and homogeneously spongy with fluid-filled spaces
",filter bleb asoct show elev function filter bleb bleb moder elev homogen spongi fluidfil space
ROCO_01450,PMC3602103_1752-1947-7-44-2.jpg," Vitiligo (red arrows) (seen under Wood’s lamp).
",vitiligo red arrow seen wood lamp
ROCO_01454,PMC4100493_1471-2474-15-234-3.jpg," A radiograph of the same patient made 4 weeks after osteotomy. The patient reported right buttock pain 3.5 weeks postoperatively. A fracture of the posterior column (arrow) was revealed, which was not seen in Figure 1.
",radiograph patient made week osteotomi patient report right buttock pain week postop fractur posterior column arrow reveal seen figur
ROCO_01458,PMC3852562_1471-2334-13-475-2.jpg," CT scan showing abscess formation beginning around the piriform sinus.
",ct scan show abscess format begin around piriform sinu
ROCO_01461,PMC3797289_ETM-06-04-1044-g01.jpg," Protected proximal/middle segment of the vessel was smooth, with normal flow and no evidence of luminal strictures.
",protect proximalmiddl segment vessel smooth normal flow evid lumin strictur
ROCO_01462,PMC4362007_EUS-4-63-g002.jpg," Echo-endoscopic aspect
",echoendoscop aspect
ROCO_01468,PMC2700561_JETS-01-34-g001.jpg," Chest X-Ray showing pneumothorax secondary to blocked chest tube. A. Pleural white line B. Blocked chest tube
",chest xray show pneumothorax secondari block chest tube pleural white line b block chest tube
ROCO_01490,PMC3519403_ebsj03019-004.jpg," Axial T2 MRI image at C6–7 demonstrates bilateral neuroforaminal stenosis secondary to disc protrusion.
",axial mri imag demonstr bilater neuroforamin stenosi secondari disc protrus
ROCO_01492,PMC4351773_amjcaserep-16-130-g006.jpg," Intracoronary ultrasound (IVUS) of the corresponding LAD segment demonstrates a false lumen (fl) occupied by an echogenic mass (intramural hematoma). The true lumen (tl) is compressed and narrowed (white arrows: flap, c: catheter).
",intracoronari ultrasound ivu correspond lad segment demonstr fals lumen fl occupi echogen mass intramur hematoma true lumen tl compress narrow white arrow flap c cathet
ROCO_01529,PMC2561010_1757-1626-1-182-2.jpg," CT-scan of the abdomen: This image shows an oval umbilical mass measured 2 cm.
",ctscan abdomen imag show oval umbil mass measur cm
ROCO_01532,PMC5577080_1349-7235-56-2019-g002.jpg," A computed tomography scan showing a giant hepatic cyst in the right lobe of the liver compressing the adjacent diaphragm, right ventricle and the inferior vena cava (arrow heads).
",comput tomographi scan show giant hepat cyst right lobe liver compress adjac diaphragm right ventricl inferior vena cava arrow head
ROCO_01540,PMC3722695_JPBS-5-128-g005.jpg," Orthopantomograph posttreatment
",orthopantomograph posttreat
ROCO_01544,PMC4876159_aps-43-284-g001.jpg," Chest computed tomography at the time of hospital admissionA 9-mm intermediate lobular nodule was seen (red arrow) in the subpleura of the right lower lung.
",chest comput tomographi time hospit admissiona mm intermedi lobular nodul seen red arrow subpleura right lower lung
ROCO_01552,PMC4230561_rado-48-04-397f6.jpg," Chest x-ray demonstrates high position of the right diaphragm due to postoperative paralysis.
",chest xray demonstr high posit right diaphragm due postop paralysi
ROCO_01556,PMC5662877_fnhum-11-00515-g0001.jpg," Anterior-posterior cross-section of the extruded slab model of the precentral gyrus. The 3D model is constructed by extruded cross-section. An invasive electrode can be placed on/under the dura mater for epidural/subdural cortical stimulation.
",anteriorposterior crosssect extrud slab model precentr gyru model construct extrud crosssect invas electrod place onund dura mater epiduralsubdur cortic stimul
ROCO_01571,PMC3756124_jkns-53-331-g004.jpg," Maximum von Misses stress was observed at the C7 vertebra level in the pedicles (white circular areas) under all loading modes.
",maximum von miss stress observ vertebra level pedicl white circular area load mode
ROCO_01580,PMC4760027_SJA-10-101-g001.jpg," Posterioanterior fluoroscopic image of lumbosacral spine showing fusion of vertebral bodies and needle placement at left S1 neuroforamen
",posterioanterior fluoroscop imag lumbosacr spine show fusion vertebr bodi needl placement left neuroforamen
ROCO_01581,PMC4983789_40560_2016_172_Fig9_HTML.jpg," B-lines. B-line (arrow) is a bright comet-tail artifact that arises from the pleural line (arrowhead). It will move with lung sliding, if the sliding is present, and extends to the end of the screen without fading
",bline bline arrow bright comettail artifact aris pleural line arrowhead move lung slide slide present extend end screen without fade
ROCO_01597,PMC4056111_cc12760-2.jpg," CT scan of thorax of female patient intubated due to respiratory failure. Tuberculosis subsequently cultured from bronchoscopy specimens. Note the cavitation mainly in the right upper lobe.
",ct scan thorax femal patient intub due respiratori failur tuberculosi subsequ cultur bronchoscopi specimen note cavit mainli right upper lobe
ROCO_01598,PMC1716167_1477-7819-4-96-4.jpg," Follow-up barium enema revealing no evidence of distal obstruction and anatomy suitable for segmental intestinal resection of the enterocutaneous fistula. Contrast refluxed from the anus through the previously obstructed area, and out the fistula.
",followup barium enema reveal evid distal obstruct anatomi suitabl segment intestin resect enterocutan fistula contrast reflux anu previous obstruct area fistula
ROCO_01607,PMC5295519_cr-07-119-g001.jpg," Parasternal long axis view during systole. Ballooning of the apical segments of the left ventricle is apparent.
",parastern long axi view systol balloon apic segment left ventricl appar
ROCO_01619,PMC2467397_1757-1626-1-23-1.jpg," T1 Coronal image: There is a well defined mass (long white arrow) inferior to the right parotid gland (short white arrow) & medial to the sternocleidomastoid muscle (arrowheads).
",coron imag well defin mass long white arrow inferior right parotid gland short white arrow medial sternocleidomastoid muscl arrowhead
ROCO_01620,PMC5154121_12885_2016_2979_Fig1_HTML.jpg," The methodology of measurement of retroperitoneal fat tissue thickness using axial computed tomography imaging. The measurement of retroperitoneal fat tissue thickness is performed at the slice that showed the renal vein on the treated kidney side
",methodolog measur retroperiton fat tissu thick use axial comput tomographi imag measur retroperiton fat tissu thick perform slice show renal vein treat kidney side
ROCO_01629,PMC5010336_gox-4-0e845-g011.jpg," Patient 7: x-ray of bone graft and 4 dental implants (the image does not show difference between the graft and the rest of the jaw).
",patient xray bone graft dental implant imag show differ graft rest jaw
ROCO_01630,PMC5129584_VSU-45-O102-g003.jpg," Transverse computed tomography image at the level of the 2nd lumbar vertebra for 10 mmHg CO2 insufflation pressure. The trocar was placed with the right approach. Maximum linear dimensions (maximum dorsoventral diameter and maximum transverse diameter [red lines]) were measured separately on left and right sides based on the mid‐sagittal plane as the medial border (green line).
",transvers comput tomographi imag level lumbar vertebra mmhg insuffl pressur trocar place right approach maximum linear dimens maximum dorsoventr diamet maximum transvers diamet red line measur separ left right side base midsagitt plane medial border green line
ROCO_01637,PMC1933541_1471-230X-7-26-7.jpg," Endoscopic Papillary Balloon Dilation. Dilation of the ectopic opening with a 8 mm diameter biliary dilation balloon. Note the stone next to the balloon.
",endoscop papillari balloon dilat dilat ectop open mm diamet biliari dilat balloon note stone next balloon
ROCO_01651,PMC4248637_kjr-15-802-g006.jpg," Sutura temporozygomatica (arrow), axial multiplanar reconstruction.
",sutura temporozygomatica arrow axial multiplanar reconstruct
ROCO_01657,PMC3052428_10195_2010_123_Fig4_HTML.jpg," Initial pelvic injuries seen on an anteroposterior pelvic radiograph in case 2 include pubic symphysis diastasis, right sacroiliac diastasis and right sacral ala fracture
",initi pelvic injuri seen anteroposterior pelvic radiograph case includ pubic symphysi diastasi right sacroiliac diastasi right sacral ala fractur
